0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,769965.6871621499,-0.0,4.356515148629114e-12,0.0
0.0,0.0,-0.0,5129842.51401774,2.178257574314557e-12,4.356515148629114e-12
0.0,0.0,4.356515148629114e-12,2.178257574314557e-12,5129842.514017738,-6.057809032232552e-09
0.0,0.0,0.0,0.0,0.0,0.0
