0,1,2,3,4,5
261363.97527903278,0.0,0.0,0.0,0.0,-0.0
0.0,261363.97527903278,0.0,-0.0,0.0,0.0
0.0,0.0,261363.97527903278,0.0,-0.0,0.0
0.0,-0.0,0.0,1298997.7582894217,-0.0,2.220446049250313e-13
0.0,0.0,-0.0,-0.0,1298997.758289422,1.4210854715202004e-11
-0.0,0.0,0.0,2.220446049250313e-13,1.4210854715202004e-11,1955937.5143174436
